"uniqRowID","improved"
"17b46a6f879253c70ea7aaba260f417c_0_2","0"
"17b46a6f879253c70ea7aaba260f417c_11_1","0"
"17b46a6f879253c70ea7aaba260f417c_13_1","1"
"17b46a6f879253c70ea7aaba260f417c_14_1","1"
"17b46a6f879253c70ea7aaba260f417c_14_3","0"
"17b46a6f879253c70ea7aaba260f417c_14_6","0"
"17b46a6f879253c70ea7aaba260f417c_15_1","0"
"17b46a6f879253c70ea7aaba260f417c_15_5","0"
"17b46a6f879253c70ea7aaba260f417c_15_8","0"
"17b46a6f879253c70ea7aaba260f417c_3_1","0"
"17b46a6f879253c70ea7aaba260f417c_3_3","0"
"18a522d203cc1351c8121380f60a2c84_1_1","0"
"18a522d203cc1351c8121380f60a2c84_4_4","0"
"18a522d203cc1351c8121380f60a2c84_5_3","0"
"18a522d203cc1351c8121380f60a2c84_5_6","0"
"18a522d203cc1351c8121380f60a2c84_5_8","0"
"18a522d203cc1351c8121380f60a2c84_7_9","0"
"18f707b30e7311eaa5411c110e347a64_11_3","0"
"18f707b30e7311eaa5411c110e347a64_11_4","0"
"18f707b30e7311eaa5411c110e347a64_14_2","0"
"18f707b30e7311eaa5411c110e347a64_5_1","0"
"192b365afe5ccea2bd1366d38f3d1ed2_1_1","0"
"192b365afe5ccea2bd1366d38f3d1ed2_1_13","0"
"192b365afe5ccea2bd1366d38f3d1ed2_1_14","0"
"192b365afe5ccea2bd1366d38f3d1ed2_11_16","0"
"192b365afe5ccea2bd1366d38f3d1ed2_11_3","0"
"192b365afe5ccea2bd1366d38f3d1ed2_11_5","0"
"192b365afe5ccea2bd1366d38f3d1ed2_11_7","0"
"192b365afe5ccea2bd1366d38f3d1ed2_15_3","0"
"192b365afe5ccea2bd1366d38f3d1ed2_15_4","0"
"192b365afe5ccea2bd1366d38f3d1ed2_5_10","0"
"192b365afe5ccea2bd1366d38f3d1ed2_5_12","0"
"192b365afe5ccea2bd1366d38f3d1ed2_5_8","0"
"1b162bec4da40c41fc9462088dfce575_1_10","0"
"1b162bec4da40c41fc9462088dfce575_1_15","0"
"1b162bec4da40c41fc9462088dfce575_1_8","0"
"1b162bec4da40c41fc9462088dfce575_9_1","0"
"1b162bec4da40c41fc9462088dfce575_9_3","0"
"1b162bec4da40c41fc9462088dfce575_9_4","0"
"1bb965882e17b780386801ddc367c35c_4_1","0"
"1bb965882e17b780386801ddc367c35c_4_2","0"
"1c087fef0b6d8bac2291dbaf76038f88_11_1","0"
"1d0efc5557a36552331fc35271291eec_11_4","0"
"1d0efc5557a36552331fc35271291eec_7_1","0"
"1d0efc5557a36552331fc35271291eec_8_4","0"
"1d0efc5557a36552331fc35271291eec_9_2","0"
"1e32fea29d29d10a5a72a8cb2feb27ea_10_1","0"
"1e32fea29d29d10a5a72a8cb2feb27ea_10_2","0"
"1e32fea29d29d10a5a72a8cb2feb27ea_10_3","0"
"1e32fea29d29d10a5a72a8cb2feb27ea_11_5","0"
"1e32fea29d29d10a5a72a8cb2feb27ea_11_6","0"
"1e32fea29d29d10a5a72a8cb2feb27ea_12_1","1"
"1e32fea29d29d10a5a72a8cb2feb27ea_12_2","0"
"1e32fea29d29d10a5a72a8cb2feb27ea_13_1","1"
"1e32fea29d29d10a5a72a8cb2feb27ea_14_13","0"
"1e32fea29d29d10a5a72a8cb2feb27ea_14_7","0"
"1e32fea29d29d10a5a72a8cb2feb27ea_6_1","0"
"1e32fea29d29d10a5a72a8cb2feb27ea_6_4","0"
"1e56e42003b6fe88e3e9dbd2db967bf6_2_1","0"
"1e56e42003b6fe88e3e9dbd2db967bf6_2_2","0"
"1e56e42003b6fe88e3e9dbd2db967bf6_2_28","0"
"1e56e42003b6fe88e3e9dbd2db967bf6_2_5","0"
"1e56e42003b6fe88e3e9dbd2db967bf6_2_6","0"
"1e56e42003b6fe88e3e9dbd2db967bf6_2_9","0"
"1e74ab8ace869225b82a2398ab4149f1_1_3","0"
"1e74ab8ace869225b82a2398ab4149f1_14_4","0"
"1e74ab8ace869225b82a2398ab4149f1_14_5","0"
"1e74ab8ace869225b82a2398ab4149f1_14_6","0"
"1e74ab8ace869225b82a2398ab4149f1_4_2","0"
"1e74ab8ace869225b82a2398ab4149f1_5_1","0"
"1e74ab8ace869225b82a2398ab4149f1_5_4","0"
"1e74ab8ace869225b82a2398ab4149f1_8_2","0"
"1ea9d553fd57e77e3f2bab4c4b3a7135_4_5","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_1_3","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_11_1","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_11_10","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_14_12","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_14_22","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_14_23","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_14_25","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_14_27","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_14_31","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_15_1","1"
"1f0f996e8732a4a9b5a772807fbbbf7c_15_10","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_4_10","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_4_12","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_4_2","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_4_6","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_4_7","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_4_8","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_7_1","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_8_1","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_8_11","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_8_3","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_8_4","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_8_5","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_8_6","0"
"1f0f996e8732a4a9b5a772807fbbbf7c_9_4","0"
"1f3cf1cc6de39a680480ad36534f5cab_14_10","0"
"1f3cf1cc6de39a680480ad36534f5cab_14_2","0"
"1f3cf1cc6de39a680480ad36534f5cab_14_7","0"
"1f3cf1cc6de39a680480ad36534f5cab_4_3","0"
"1f3cf1cc6de39a680480ad36534f5cab_5_2","0"
"1f3cf1cc6de39a680480ad36534f5cab_7_2","0"
"1f3cf1cc6de39a680480ad36534f5cab_8_2","0"
"1f67cc8e31abc036b81e99408d6cb1d0_11_2","0"
"1f67cc8e31abc036b81e99408d6cb1d0_11_3","0"
"1f67cc8e31abc036b81e99408d6cb1d0_11_4","0"
"1f67cc8e31abc036b81e99408d6cb1d0_14_7","0"
"1f67cc8e31abc036b81e99408d6cb1d0_15_3","0"
"1f67cc8e31abc036b81e99408d6cb1d0_15_7","0"
"1f67cc8e31abc036b81e99408d6cb1d0_4_3","0"
"1f67cc8e31abc036b81e99408d6cb1d0_5_3","0"
"1f67cc8e31abc036b81e99408d6cb1d0_5_4","0"
"1f67cc8e31abc036b81e99408d6cb1d0_5_6","0"
"1f67cc8e31abc036b81e99408d6cb1d0_5_8","0"
"1f67cc8e31abc036b81e99408d6cb1d0_7_10","0"
"1f67cc8e31abc036b81e99408d6cb1d0_7_13","0"
"1f67cc8e31abc036b81e99408d6cb1d0_7_2","0"
"1f67cc8e31abc036b81e99408d6cb1d0_8_1","0"
"21338ccd8210bb6fa7264e418e62b3fa_4_12","0"
"21338ccd8210bb6fa7264e418e62b3fa_4_7","0"
"21338ccd8210bb6fa7264e418e62b3fa_4_8","0"
"21452e6c5e6e489e03c0225021902376_1_2","0"
"21452e6c5e6e489e03c0225021902376_1_5","0"
"21452e6c5e6e489e03c0225021902376_15_3","0"
"21452e6c5e6e489e03c0225021902376_4_9","0"
"21533ecb20a68373611ef8e02b52cbfb_14_11","0"
"21533ecb20a68373611ef8e02b52cbfb_5_4","0"
"21533ecb20a68373611ef8e02b52cbfb_7_3","0"
"21533ecb20a68373611ef8e02b52cbfb_9_1","0"
"21ce9ca6ab926334b78d5913b3c59970_1_2","0"
"22a30e3ce4b939623cb37b93be93e573_1_1","0"
"22a30e3ce4b939623cb37b93be93e573_14_10","0"
"22a30e3ce4b939623cb37b93be93e573_14_20","0"
"22a30e3ce4b939623cb37b93be93e573_2_2","0"
"22a30e3ce4b939623cb37b93be93e573_5_1","0"
"22a30e3ce4b939623cb37b93be93e573_5_10","0"
"22a30e3ce4b939623cb37b93be93e573_5_11","0"
"22a30e3ce4b939623cb37b93be93e573_5_14","0"
"22a30e3ce4b939623cb37b93be93e573_5_3","0"
"22a30e3ce4b939623cb37b93be93e573_5_6","0"
"22bd7c64090fc88684bfea19a2836899_11_3","0"
"22bd7c64090fc88684bfea19a2836899_14_2","1"
"22dd156d9924679dd59363f181f650a2_9_2","0"
"22dd156d9924679dd59363f181f650a2_9_3","0"
"23a01f3ec55f73ddc6294a0a25d03a13_4_1","0"
"24af31e0682a0d1bdf39eea17760cb6c_1_1","0"
"24af31e0682a0d1bdf39eea17760cb6c_12_1","0"
"24ceb4477e29acde12035499e73d83bd_1_3","1"
"24ceb4477e29acde12035499e73d83bd_11_16","0"
"24ceb4477e29acde12035499e73d83bd_11_17","0"
"24ceb4477e29acde12035499e73d83bd_11_3","0"
"24ceb4477e29acde12035499e73d83bd_11_8","0"
"24ceb4477e29acde12035499e73d83bd_14_3","0"
"24ceb4477e29acde12035499e73d83bd_15_26","0"
"24ceb4477e29acde12035499e73d83bd_4_3","1"
"24ceb4477e29acde12035499e73d83bd_5_3","0"
"24ceb4477e29acde12035499e73d83bd_8_15","0"
"24ceb4477e29acde12035499e73d83bd_8_17","0"
"24ceb4477e29acde12035499e73d83bd_8_20","0"
"24ceb4477e29acde12035499e73d83bd_8_5","0"
"24ceb4477e29acde12035499e73d83bd_8_6","0"
"24ceb4477e29acde12035499e73d83bd_8_7","0"
"24ceb4477e29acde12035499e73d83bd_9_2","0"
"26785db407abc77201963460ebfdfea3_4_1","0"
"26785db407abc77201963460ebfdfea3_4_3","0"
"26785db407abc77201963460ebfdfea3_4_4","0"
"26785db407abc77201963460ebfdfea3_7_1","0"
"26785db407abc77201963460ebfdfea3_8_11","0"
"26785db407abc77201963460ebfdfea3_8_2","0"
"26785db407abc77201963460ebfdfea3_8_4","0"
"26785db407abc77201963460ebfdfea3_8_5","0"
"26ca8808c47a72297f6dabb6c00ef03a_2_7","0"
"26ca8808c47a72297f6dabb6c00ef03a_4_1","0"
"26ca8808c47a72297f6dabb6c00ef03a_4_2","0"
"2774b2d65a2c3c035060f6cb752ed7bc_14_6","0"
"2926db17be3a6e5b5ab8eea53a12b44b_4_12","0"
"2926db17be3a6e5b5ab8eea53a12b44b_4_15","0"
"292ff97c6c0847f134f730d7198fea08_2_11","0"
"292ff97c6c0847f134f730d7198fea08_2_4","0"
"292ff97c6c0847f134f730d7198fea08_2_7","0"
"292ff97c6c0847f134f730d7198fea08_2_9","0"
"292ff97c6c0847f134f730d7198fea08_4_40","0"
"292ff97c6c0847f134f730d7198fea08_5_101","0"
"292ff97c6c0847f134f730d7198fea08_5_102","0"
"292ff97c6c0847f134f730d7198fea08_5_106","0"
"292ff97c6c0847f134f730d7198fea08_5_14","0"
"292ff97c6c0847f134f730d7198fea08_5_16","0"
"292ff97c6c0847f134f730d7198fea08_5_20","0"
"292ff97c6c0847f134f730d7198fea08_5_21","0"
"292ff97c6c0847f134f730d7198fea08_5_3","0"
"292ff97c6c0847f134f730d7198fea08_5_46","0"
"292ff97c6c0847f134f730d7198fea08_5_47","0"
"292ff97c6c0847f134f730d7198fea08_5_50","0"
"292ff97c6c0847f134f730d7198fea08_5_51","0"
"292ff97c6c0847f134f730d7198fea08_5_53","0"
"292ff97c6c0847f134f730d7198fea08_5_54","0"
"292ff97c6c0847f134f730d7198fea08_5_62","0"
"292ff97c6c0847f134f730d7198fea08_5_66","0"
"292ff97c6c0847f134f730d7198fea08_5_68","0"
"292ff97c6c0847f134f730d7198fea08_5_78","0"
"292ff97c6c0847f134f730d7198fea08_5_96","0"
"292ff97c6c0847f134f730d7198fea08_7_114","0"
"292ff97c6c0847f134f730d7198fea08_7_117","0"
"292ff97c6c0847f134f730d7198fea08_7_164","0"
"292ff97c6c0847f134f730d7198fea08_7_5","0"
"292ff97c6c0847f134f730d7198fea08_7_8","0"
"292ff97c6c0847f134f730d7198fea08_8_11","0"
"292ff97c6c0847f134f730d7198fea08_8_13","0"
"292ff97c6c0847f134f730d7198fea08_8_4","0"
"292ff97c6c0847f134f730d7198fea08_8_8","0"
"292ff97c6c0847f134f730d7198fea08_8_9","0"
"296e023dbc622c0263796c80512f8085_1_1","0"
"296e023dbc622c0263796c80512f8085_1_2","0"
"296e023dbc622c0263796c80512f8085_11_2","0"
"296e023dbc622c0263796c80512f8085_11_3","0"
"296e023dbc622c0263796c80512f8085_14_3","0"
"296e023dbc622c0263796c80512f8085_2_2","0"
"296e023dbc622c0263796c80512f8085_4_1","0"
"296e023dbc622c0263796c80512f8085_9_4","0"
"296e023dbc622c0263796c80512f8085_9_7","0"
"296e023dbc622c0263796c80512f8085_9_8","0"
"2a0c3edf61bf5e9cb342136031789b57_14_10","0"
"2a0c3edf61bf5e9cb342136031789b57_14_11","0"
"2a0c3edf61bf5e9cb342136031789b57_14_9","0"
"2abd2d4c1d53a253ac182c3df6786bb1_0_1","0"
"2abd2d4c1d53a253ac182c3df6786bb1_0_2","0"
"2abd2d4c1d53a253ac182c3df6786bb1_11_1","0"
"2abd2d4c1d53a253ac182c3df6786bb1_11_10","0"
"2abd2d4c1d53a253ac182c3df6786bb1_11_11","0"
"2abd2d4c1d53a253ac182c3df6786bb1_11_13","0"
"2abd2d4c1d53a253ac182c3df6786bb1_11_14","0"
"2abd2d4c1d53a253ac182c3df6786bb1_11_3","0"
"2abd2d4c1d53a253ac182c3df6786bb1_11_4","0"
"2abd2d4c1d53a253ac182c3df6786bb1_11_6","0"
"2abd2d4c1d53a253ac182c3df6786bb1_11_7","0"
"2abd2d4c1d53a253ac182c3df6786bb1_14_10","0"
"2abd2d4c1d53a253ac182c3df6786bb1_14_11","0"
"2abd2d4c1d53a253ac182c3df6786bb1_14_12","0"
"2abd2d4c1d53a253ac182c3df6786bb1_14_3","0"
"2abd2d4c1d53a253ac182c3df6786bb1_14_6","0"
"2abd2d4c1d53a253ac182c3df6786bb1_15_12","0"
"2abd2d4c1d53a253ac182c3df6786bb1_15_15","0"
"2abd2d4c1d53a253ac182c3df6786bb1_15_18","0"
"2abd2d4c1d53a253ac182c3df6786bb1_15_6","0"
"2abd2d4c1d53a253ac182c3df6786bb1_15_7","0"
"2abd2d4c1d53a253ac182c3df6786bb1_2_14","0"
"2abd2d4c1d53a253ac182c3df6786bb1_2_17","0"
"2abd2d4c1d53a253ac182c3df6786bb1_2_2","0"
"2abd2d4c1d53a253ac182c3df6786bb1_2_3","0"
"2abd2d4c1d53a253ac182c3df6786bb1_2_7","0"
"2abd2d4c1d53a253ac182c3df6786bb1_4_5","0"
"2abd2d4c1d53a253ac182c3df6786bb1_6_1","0"
"2abd2d4c1d53a253ac182c3df6786bb1_6_3","0"
"2abd2d4c1d53a253ac182c3df6786bb1_7_1","0"
"2abd2d4c1d53a253ac182c3df6786bb1_9_1","0"
"2abd2d4c1d53a253ac182c3df6786bb1_9_2","0"
"2abd2d4c1d53a253ac182c3df6786bb1_9_3","0"
"2bb1d0a3dd4cdd13355b5714a5b922e4_14_3","0"
"2bb1d0a3dd4cdd13355b5714a5b922e4_14_4","0"
"2bb1d0a3dd4cdd13355b5714a5b922e4_14_6","0"
"2bb1d0a3dd4cdd13355b5714a5b922e4_14_7","0"
"2bb1d0a3dd4cdd13355b5714a5b922e4_5_1","0"
"2bb1d0a3dd4cdd13355b5714a5b922e4_9_1","0"
"2bb1d0a3dd4cdd13355b5714a5b922e4_9_2","0"
"2c27d7f0a1e2d2adf93799480bb915a6_10_2","0"
"2c27d7f0a1e2d2adf93799480bb915a6_12_4","0"
"2dceb2f1a5ff21c15a4ab4bfe6869aac_9_2","0"
"2dfcf18ff8d9fe08641e476bea612548_11_10","0"
"2dfcf18ff8d9fe08641e476bea612548_14_12","0"
"2dfcf18ff8d9fe08641e476bea612548_14_16","0"
"2dfcf18ff8d9fe08641e476bea612548_14_18","0"
"2dfcf18ff8d9fe08641e476bea612548_14_19","0"
"2dfcf18ff8d9fe08641e476bea612548_14_2","0"
"2dfcf18ff8d9fe08641e476bea612548_14_20","0"
"2dfcf18ff8d9fe08641e476bea612548_14_21","0"
"2dfcf18ff8d9fe08641e476bea612548_14_3","0"
"2dfcf18ff8d9fe08641e476bea612548_14_4","0"
"2dfcf18ff8d9fe08641e476bea612548_4_16","0"
"2dfcf18ff8d9fe08641e476bea612548_5_1","0"
"2dfcf18ff8d9fe08641e476bea612548_7_2","0"
"2dfcf18ff8d9fe08641e476bea612548_7_3","0"
"2dfcf18ff8d9fe08641e476bea612548_7_4","0"
"2dfcf18ff8d9fe08641e476bea612548_7_7","0"
"2dfcf18ff8d9fe08641e476bea612548_7_9","0"
"2dfcf18ff8d9fe08641e476bea612548_8_20","0"
"2dfcf18ff8d9fe08641e476bea612548_8_22","0"
"2dfcf18ff8d9fe08641e476bea612548_8_9","0"
"2dfcf18ff8d9fe08641e476bea612548_9_2","0"
"2e9072657da11634649369541ddca109_1_2","0"
"2e9072657da11634649369541ddca109_1_3","0"
"2e9072657da11634649369541ddca109_1_8","0"
"2e9072657da11634649369541ddca109_14_2","0"
"2e9072657da11634649369541ddca109_14_3","0"
"2e9072657da11634649369541ddca109_14_4","0"
"2ec2d010aa76cb29d4f81593e29d3061_1_1","0"
"2ec2d010aa76cb29d4f81593e29d3061_1_6","0"
"2ec2d010aa76cb29d4f81593e29d3061_1_7","0"
"2ec2d010aa76cb29d4f81593e29d3061_11_5","0"
"2ec2d010aa76cb29d4f81593e29d3061_11_6","0"
"2ec2d010aa76cb29d4f81593e29d3061_11_8","0"
"2ec2d010aa76cb29d4f81593e29d3061_14_5","0"
